date,price
2020-06-03T02:49:58,9535.5
2020-06-03T02:50:04,9535.5
2020-06-03T02:50:25,9535.5
2020-06-03T02:51:02,9536.0
2020-06-03T02:51:02,9536.0
2020-06-03T02:51:02,9536.0
2020-06-03T02:51:02,9536.0
2020-06-03T02:51:02,9537.0
2020-06-03T02:51:02,9537.0
2020-06-03T02:51:02,9537.0
2020-06-03T02:51:02,9538.0
2020-06-03T02:51:02,9538.0
2020-06-03T02:51:02,9538.0
2020-06-03T02:51:03,9539.0
2020-06-03T02:54:28,9539.0
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:34,9538.5
2020-06-03T02:54:59,9536.0
2020-06-03T02:55:06,9536.0
2020-06-03T02:55:26,9536.0
2020-06-03T02:56:40,9536.0
2020-06-03T02:56:40,9536.0
2020-06-03T02:57:10,9535.5
2020-06-03T02:57:10,9535.5
2020-06-03T02:57:11,9534.5
2020-06-03T02:57:13,9531.5
2020-06-03T02:59:08,9531.0
2020-06-03T02:59:09,9531.0
2020-06-03T02:59:09,9531.0
2020-06-03T02:59:09,9531.0
2020-06-03T02:59:09,9531.0
2020-06-03T03:00:03,9531.0
2020-06-03T03:00:08,9529.0
2020-06-03T03:00:08,9527.5
2020-06-03T03:00:09,9527.5
2020-06-03T03:00:27,9527.0
2020-06-03T03:00:39,9527.0
2020-06-03T03:01:48,9524.5
2020-06-03T03:05:01,9523.0
2020-06-03T03:05:09,9523.0
2020-06-03T03:05:28,9523.0
2020-06-03T03:07:01,9523.5
2020-06-03T03:07:01,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:18,9523.5
2020-06-03T03:07:25,9523.5
2020-06-03T03:07:25,9523.5
2020-06-03T03:07:25,9523.5
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:08:29,9525.0
2020-06-03T03:10:02,9526.0
2020-06-03T03:10:11,9526.0
2020-06-03T03:10:16,9526.0
2020-06-03T03:10:29,9526.0
2020-06-03T03:12:46,9526.0
2020-06-03T03:12:53,9526.0
2020-06-03T03:13:07,9526.0
2020-06-03T03:14:02,9526.0
2020-06-03T03:14:02,9526.0
2020-06-03T03:14:02,9526.0
2020-06-03T03:14:02,9526.0
