date,Binance,Bitmex,Huobi,Okex
2020-06-05T19:10,237258718,237258718,237258718,237258718
2020-06-05T19:20,237258718,237258718,237258718,237258718
2020-06-05T19:30,238342403,238342403,238342403,238342403
2020-06-05T19:40,238342403,238342403,238342403,238342403
2020-06-05T19:50,237924703,237924703,237924703,237924703
2020-06-05T20:00,238215725,238215725,238215725,238215725
2020-06-05T20:10,238215725,238215725,238215725,238215725
2020-06-05T20:20,238500202,238500202,238500202,238500202
2020-06-05T20:30,236060192,236060192,236060192,236060192
2020-06-05T20:40,236060192,236060192,236060192,236060192
2020-06-05T20:50,237504594,237504594,237504594,237504594
2020-06-05T21:00,237256626,237256626,237256626,237256626
2020-06-05T21:10,237256626,237256626,237256626,237256626
2020-06-05T21:20,236763497,236763497,236763497,236763497
2020-06-05T21:30,236645360,236645360,236645360,236645360
2020-06-05T21:40,236645360,236645360,236645360,236645360
2020-06-05T21:50,237784795,237784795,237784795,237784795
2020-06-05T22:00,237103603,237103603,237103603,237103603
2020-06-05T22:10,237103603,237103603,237103603,237103603
2020-06-05T22:20,237188428,237188428,237188428,237188428
2020-06-05T22:30,237715515,237715515,237715515,237715515
2020-06-05T22:40,237715515,237715515,237715515,237715515
2020-06-05T22:50,238428251,238428251,238428251,238428251
2020-06-05T23:00,239087387,239087387,239087387,239087387
2020-06-05T23:10,239087387,239087387,239087387,239087387
2020-06-05T23:20,238797939,238797939,238797939,238797939
2020-06-05T23:30,238877292,238877292,238877292,238877292
2020-06-05T23:40,238877292,238877292,238877292,238877292
2020-06-05T23:50,237214524,237214524,237214524,237214524
2020-06-06T00:00,237827967,237827967,237827967,237827967
2020-06-06T00:10,237827967,237827967,237827967,237827967
2020-06-06T00:20,238876276,238876276,238876276,238876276
2020-06-06T00:30,238783620,238783620,238783620,238783620
2020-06-06T00:40,238783620,238783620,238783620,238783620
2020-06-06T00:50,232334651,232334651,232334651,232334651
2020-06-06T01:00,233759067,233759067,233759067,233759067
2020-06-06T01:10,233759067,233759067,233759067,233759067
2020-06-06T01:20,232592455,232592455,232592455,232592455
2020-06-06T01:30,234361609,234361609,234361609,234361609
2020-06-06T01:40,234361609,234361609,234361609,234361609
2020-06-06T01:50,232610187,232610187,232610187,232610187
2020-06-06T02:00,233345150,233345150,233345150,233345150
2020-06-06T02:10,233345150,233345150,233345150,233345150
2020-06-06T02:20,232907247,232907247,232907247,232907247
2020-06-06T02:30,232340173,232340173,232340173,232340173
2020-06-06T02:40,232340173,232340173,232340173,232340173
2020-06-06T02:50,232286702,232286702,232286702,232286702
2020-06-06T03:00,232159886,232159886,232159886,232159886
2020-06-06T03:10,232159886,232159886,232159886,232159886
2020-06-06T03:20,232255229,232255229,232255229,232255229
2020-06-06T03:30,231749767,231749767,231749767,231749767
2020-06-06T03:40,231749767,231749767,231749767,231749767
2020-06-06T03:50,231779619,231779619,231779619,231779619
2020-06-06T04:00,231683303,231683303,231683303,231683303
2020-06-06T04:10,231683303,231683303,231683303,231683303
2020-06-06T04:20,232186016,232186016,232186016,232186016
2020-06-06T04:30,232294941,232294941,232294941,232294941
2020-06-06T04:40,232294941,232294941,232294941,232294941
2020-06-06T04:50,231626551,231626551,231626551,231626551
2020-06-06T05:00,231637963,231637963,231637963,231637963
2020-06-06T05:10,231637963,231637963,231637963,231637963
2020-06-06T05:20,232646273,232646273,232646273,232646273
2020-06-06T05:30,233615014,233615014,233615014,233615014
2020-06-06T05:40,233615014,233615014,233615014,233615014
2020-06-06T05:50,235365512,235365512,235365512,235365512
2020-06-06T06:00,235322083,235322083,235322083,235322083
2020-06-06T06:10,235322083,235322083,235322083,235322083
2020-06-06T06:20,235683753,235683753,235683753,235683753
2020-06-06T06:30,235150792,235150792,235150792,235150792
2020-06-06T06:40,235150792,235150792,235150792,235150792
2020-06-06T06:50,235915647,235915647,235915647,235915647
2020-06-06T07:00,235480618,235480618,235480618,235480618
2020-06-06T07:10,235480618,235480618,235480618,235480618
2020-06-06T07:20,234620914,234620914,234620914,234620914
2020-06-06T07:30,234680364,234680364,234680364,234680364
2020-06-06T07:40,234680364,234680364,234680364,234680364
2020-06-06T07:50,233977644,233977644,233977644,233977644
2020-06-06T08:00,234342588,234342588,234342588,234342588
2020-06-06T08:10,234342588,234342588,234342588,234342588
2020-06-06T08:20,233884822,233884822,233884822,233884822
2020-06-06T08:30,235143079,235143079,235143079,235143079
2020-06-06T08:40,235143079,235143079,235143079,235143079
2020-06-06T08:50,235057181,235057181,235057181,235057181
2020-06-06T09:00,233963855,233963855,233963855,233963855
2020-06-06T09:10,233963855,233963855,233963855,233963855
2020-06-06T09:20,237250958,237250958,237250958,237250958
2020-06-06T09:30,236458932,236458932,236458932,236458932
2020-06-06T09:40,236458932,236458932,236458932,236458932
2020-06-06T09:50,235750140,235750140,235750140,235750140
2020-06-06T10:00,235358392,235358392,235358392,235358392
2020-06-06T10:10,235358392,235358392,235358392,235358392
2020-06-06T10:20,235032746,235032746,235032746,235032746
2020-06-06T10:30,235032746,235032746,235032746,235032746
2020-06-06T10:40,234688454,234688454,234688454,234688454
2020-06-06T10:50,234865562,234865562,234865562,234865562
2020-06-06T11:00,235483694,235483694,235483694,235483694
2020-06-06T11:10,235483694,235483694,235483694,235483694
2020-06-06T11:20,239811444,239811444,239811444,239811444
2020-06-06T11:30,239309857,239309857,239309857,239309857
2020-06-06T11:40,239309857,239309857,239309857,239309857
2020-06-06T11:50,243795802,243795802,243795802,243795802
2020-06-06T12:00,245692815,245692815,245692815,245692815
2020-06-06T12:10,245692815,245692815,245692815,245692815
2020-06-06T12:20,243031116,243031116,243031116,243031116
2020-06-06T12:30,242209453,242209453,242209453,242209453
2020-06-06T12:40,242209453,242209453,242209453,242209453
2020-06-06T12:50,240589177,240589177,240589177,240589177
2020-06-06T13:00,243282251,243282251,243282251,243282251
2020-06-06T13:10,243282251,243282251,243282251,243282251
2020-06-06T13:20,244311012,244311012,244311012,244311012
2020-06-06T13:30,243963174,243963174,243963174,243963174
2020-06-06T13:40,243963174,243963174,243963174,243963174
2020-06-06T13:50,243551720,243551720,243551720,243551720
2020-06-06T14:00,245903816,245903816,245903816,245903816
2020-06-06T14:10,245903816,245903816,245903816,245903816
2020-06-06T14:20,245322657,245322657,245322657,245322657
2020-06-06T14:30,245322657,245322657,245322657,245322657
2020-06-06T14:40,244269622,244269622,244269622,244269622
2020-06-06T14:50,245589893,245589893,245589893,245589893
2020-06-06T15:00,245589893,245589893,245589893,245589893
2020-06-06T15:10,244294502,244294502,244294502,244294502
2020-06-06T15:20,241764432,241764432,241764432,241764432
2020-06-06T15:30,241764432,241764432,241764432,241764432
2020-06-06T15:40,242045370,242045370,242045370,242045370
2020-06-06T15:50,242992561,242992561,242992561,242992561
2020-06-06T16:00,242992561,242992561,242992561,242992561
2020-06-06T16:10,241119020,241119020,241119020,241119020
2020-06-06T16:20,241209400,241209400,241209400,241209400
2020-06-06T16:30,241209400,241209400,241209400,241209400
2020-06-06T16:40,240837563,240837563,240837563,240837563
2020-06-06T16:50,237321252,237321252,237321252,237321252
2020-06-06T17:00,237321252,237321252,237321252,237321252
2020-06-06T17:10,235810943,235810943,235810943,235810943
2020-06-06T17:20,235114204,235114204,235114204,235114204
2020-06-06T17:30,234221905,234221905,234221905,234221905
