date,Binance,Bitmex,Huobi,Okex
2020-06-05T19:10,3993894,3993894,1096650,1148750
2020-06-05T19:20,3993894,3993894,1094890,1148280
2020-06-05T19:30,4012136,4012136,1094580,1143820
2020-06-05T19:40,4012136,4012136,1092680,1142970
2020-06-05T19:50,4005105,4005105,1090930,1142700
2020-06-05T20:00,4010004,4010004,1087740,1143560
2020-06-05T20:10,4010004,4010004,1086650,1143460
2020-06-05T20:20,4014793,4014793,1085700,1142300
2020-06-05T20:30,3973719,3973719,1085360,1142250
2020-06-05T20:40,3973719,3973719,1089240,1158200
2020-06-05T20:50,3998033,3998033,1089180,1158190
2020-06-05T21:00,3993859,3993859,1088660,1144210
2020-06-05T21:10,3993859,3993859,1087750,1140040
2020-06-05T21:20,3985558,3985558,1086590,1139060
2020-06-05T21:30,3983569,3983569,1087010,1139300
2020-06-05T21:40,3983569,3983569,1088740,1141260
2020-06-05T21:50,4002750,4002750,1088780,1139870
2020-06-05T22:00,3991283,3991283,1090260,1137890
2020-06-05T22:10,3991283,3991283,1089720,1135260
2020-06-05T22:20,3992711,3992711,1090200,1135120
2020-06-05T22:30,4001583,4001583,1093640,1135130
2020-06-05T22:40,4001583,4001583,1096470,1135490
2020-06-05T22:50,4013581,4013581,1102280,1135130
2020-06-05T23:00,4024677,4024677,1108350,1134010
2020-06-05T23:10,4024677,4024677,1108750,1135660
2020-06-05T23:20,4019804,4019804,1101440,1137730
2020-06-05T23:30,4021140,4021140,1107170,1147840
2020-06-05T23:40,4021140,4021140,1106470,1148390
2020-06-05T23:50,3993150,3993150,1094290,1149980
2020-06-06T00:00,4003476,4003476,1105710,1169610
2020-06-06T00:10,4003476,4003476,1113520,1162770
2020-06-06T00:20,4021123,4021123,1133840,1177490
2020-06-06T00:30,4019563,4019563,1137190,1180680
2020-06-06T00:40,4019563,4019563,1086700,1200700
2020-06-06T00:50,3911005,3911005,1101530,1197940
2020-06-06T01:00,3934983,3934983,1099040,1200510
2020-06-06T01:10,3934983,3934983,1097650,1199230
2020-06-06T01:20,3915344,3915344,1098320,1198450
2020-06-06T01:30,3945126,3945126,1100580,1196460
2020-06-06T01:40,3945126,3945126,1100280,1197070
2020-06-06T01:50,3915643,3915643,1112070,1194450
2020-06-06T02:00,3928015,3928015,1120150,1194980
2020-06-06T02:10,3928015,3928015,1118560,1193680
2020-06-06T02:20,3920644,3920644,1119470,1194110
2020-06-06T02:30,3911098,3911098,1115500,1194630
2020-06-06T02:40,3911098,3911098,1116240,1194160
2020-06-06T02:50,3910198,3910198,1117580,1191720
2020-06-06T03:00,3908063,3908063,1114700,1190860
2020-06-06T03:10,3908063,3908063,1113800,1194350
2020-06-06T03:20,3909668,3909668,1109930,1177840
2020-06-06T03:30,3901159,3901159,1103760,1192460
2020-06-06T03:40,3901159,3901159,1099520,1223930
2020-06-06T03:50,3901662,3901662,1103450,1224880
2020-06-06T04:00,3900040,3900040,1103720,1221570
2020-06-06T04:10,3900040,3900040,1117660,1222350
2020-06-06T04:20,3908503,3908503,1122830,1224920
2020-06-06T04:30,3910336,3910336,1113550,1224720
2020-06-06T04:40,3910336,3910336,1124790,1223830
2020-06-06T04:50,3899085,3899085,1134800,1221480
2020-06-06T05:00,3899277,3899277,1132130,1221880
2020-06-06T05:10,3899277,3899277,1135150,1230220
2020-06-06T05:20,3916250,3916250,1135440,1230510
2020-06-06T05:30,3932558,3932558,1129560,1228260
2020-06-06T05:40,3932558,3932558,1124820,1227520
2020-06-06T05:50,3962025,3962025,1129780,1228170
2020-06-06T06:00,3961294,3961294,1131720,1229140
2020-06-06T06:10,3961294,3961294,1132330,1227920
2020-06-06T06:20,3967382,3967382,1132280,1222520
2020-06-06T06:30,3958410,3958410,1136250,1218090
2020-06-06T06:40,3958410,3958410,1128980,1219590
2020-06-06T06:50,3971285,3971285,1128290,1219220
2020-06-06T07:00,3963962,3963962,1121300,1219040
