date,Binance,Bitmex,Huobi,Okex
2020-06-05T19:10,49046396,49046396,49046396,49046396
2020-06-05T19:20,49046396,49046396,49046396,49046396
2020-06-05T19:30,49393041,49393041,49393041,49393041
2020-06-05T19:40,49393041,49393041,49393041,49393041
2020-06-05T19:50,49355930,49355930,49355930,49355930
2020-06-05T20:00,49077248,49077248,49077248,49077248
2020-06-05T20:10,49077248,49077248,49077248,49077248
2020-06-05T20:20,49003751,49003751,49003751,49003751
2020-06-05T20:30,49005566,49005566,49005566,49005566
2020-06-05T20:40,49005566,49005566,49005566,49005566
2020-06-05T20:50,48839371,48839371,48839371,48839371
2020-06-05T21:00,48567776,48567776,48567776,48567776
2020-06-05T21:10,48567776,48567776,48567776,48567776
2020-06-05T21:20,48394179,48394179,48394179,48394179
2020-06-05T21:30,48301341,48301341,48301341,48301341
2020-06-05T21:40,48301341,48301341,48301341,48301341
2020-06-05T21:50,48580874,48580874,48580874,48580874
2020-06-05T22:00,48747134,48747134,48747134,48747134
2020-06-05T22:10,48747134,48747134,48747134,48747134
2020-06-05T22:20,48809564,48809564,48809564,48809564
2020-06-05T22:30,48932990,48932990,48932990,48932990
2020-06-05T22:40,48932990,48932990,48932990,48932990
2020-06-05T22:50,49012829,49012829,49012829,49012829
2020-06-05T23:00,49265683,49265683,49265683,49265683
2020-06-05T23:10,49265683,49265683,49265683,49265683
2020-06-05T23:20,49209943,49209943,49209943,49209943
2020-06-05T23:30,49568038,49568038,49568038,49568038
2020-06-05T23:40,49568038,49568038,49568038,49568038
2020-06-05T23:50,49497641,49497641,49497641,49497641
2020-06-06T00:00,49411580,49411580,49411580,49411580
2020-06-06T00:10,49411580,49411580,49411580,49411580
2020-06-06T00:20,49017143,49017143,49017143,49017143
2020-06-06T00:30,46786944,46786944,46786944,46786944
2020-06-06T00:40,46786944,46786944,46786944,46786944
2020-06-06T00:50,46191016,46191016,46191016,46191016
2020-06-06T01:00,45942036,45942036,45942036,45942036
2020-06-06T01:10,45942036,45942036,45942036,45942036
2020-06-06T01:20,46236406,46236406,46236406,46236406
2020-06-06T01:30,46435829,46435829,46435829,46435829
2020-06-06T01:40,46435829,46435829,46435829,46435829
2020-06-06T01:50,46520587,46520587,46520587,46520587
2020-06-06T02:00,46652497,46652497,46652497,46652497
2020-06-06T02:10,46652497,46652497,46652497,46652497
2020-06-06T02:20,46678091,46678091,46678091,46678091
2020-06-06T02:30,46639933,46639933,46639933,46639933
2020-06-06T02:40,46639933,46639933,46639933,46639933
2020-06-06T02:50,46597228,46597228,46597228,46597228
2020-06-06T03:00,46527676,46527676,46527676,46527676
2020-06-06T03:10,46527676,46527676,46527676,46527676
2020-06-06T03:20,46322202,46322202,46322202,46322202
2020-06-06T03:30,46157572,46157572,46157572,46157572
2020-06-06T03:40,46157572,46157572,46157572,46157572
2020-06-06T03:50,45999949,45999949,45999949,45999949
2020-06-06T04:00,45897595,45897595,45897595,45897595
2020-06-06T04:10,45897595,45897595,45897595,45897595
2020-06-06T04:20,45868004,45868004,45868004,45868004
2020-06-06T04:30,45992724,45992724,45992724,45992724
2020-06-06T04:40,45992724,45992724,45992724,45992724
2020-06-06T04:50,46053864,46053864,46053864,46053864
2020-06-06T05:00,46137505,46137505,46137505,46137505
2020-06-06T05:10,46137505,46137505,46137505,46137505
2020-06-06T05:20,45874197,45874197,45874197,45874197
2020-06-06T05:30,45948821,45948821,45948821,45948821
2020-06-06T05:40,45948821,45948821,45948821,45948821
2020-06-06T05:50,45948254,45948254,45948254,45948254
2020-06-06T06:00,46406622,46406622,46406622,46406622
2020-06-06T06:10,46406622,46406622,46406622,46406622
2020-06-06T06:20,46738938,46738938,46738938,46738938
2020-06-06T06:30,46486647,46486647,46486647,46486647
2020-06-06T06:40,46486647,46486647,46486647,46486647
2020-06-06T06:50,46537156,46537156,46537156,46537156
2020-06-06T07:00,46499833,46499833,46499833,46499833
2020-06-06T07:10,46499833,46499833,46499833,46499833
2020-06-06T07:20,46620237,46620237,46620237,46620237
2020-06-06T07:30,46761921,46761921,46761921,46761921
2020-06-06T07:40,46761921,46761921,46761921,46761921
2020-06-06T07:50,46818425,46818425,46818425,46818425
2020-06-06T08:00,46818430,46818430,46818430,46818430
2020-06-06T08:10,46818430,46818430,46818430,46818430
2020-06-06T08:20,47063236,47063236,47063236,47063236
2020-06-06T08:30,46912552,46912552,46912552,46912552
2020-06-06T08:40,46912552,46912552,46912552,46912552
2020-06-06T08:50,46794544,46794544,46794544,46794544
2020-06-06T09:00,46478470,46478470,46478470,46478470
2020-06-06T09:10,46478470,46478470,46478470,46478470
2020-06-06T09:20,47174579,47174579,47174579,47174579
2020-06-06T09:30,47696035,47696035,47696035,47696035
2020-06-06T09:40,47696035,47696035,47696035,47696035
2020-06-06T09:50,47978332,47978332,47978332,47978332
2020-06-06T10:00,48007070,48007070,48007070,48007070
2020-06-06T10:10,48007070,48007070,48007070,48007070
2020-06-06T10:20,48071902,48071902,48071902,48071902
2020-06-06T10:30,48091090,48091090,48091090,48091090
2020-06-06T10:40,48091090,48091090,48091090,48091090
2020-06-06T10:50,48098584,48098584,48098584,48098584
2020-06-06T11:00,48085596,48085596,48085596,48085596
2020-06-06T11:10,48085596,48085596,48085596,48085596
2020-06-06T11:20,47987201,47987201,47987201,47987201
2020-06-06T11:30,47923102,47923102,47923102,47923102
2020-06-06T11:40,47923102,47923102,47923102,47923102
2020-06-06T11:50,47765617,47765617,47765617,47765617
2020-06-06T12:00,47724215,47724215,47724215,47724215
2020-06-06T12:10,47724215,47724215,47724215,47724215
2020-06-06T12:20,48500418,48500418,48500418,48500418
2020-06-06T12:30,48644781,48644781,48644781,48644781
