date,XBTUSD,BTCUSD
2020-06-04T16:30,565688406,191332134
2020-06-04T16:40,566022109,191864880
2020-06-04T16:50,566094592,192739244
2020-06-04T17:00,566201858,194968840
2020-06-04T17:10,567080264,195869176
2020-06-04T17:20,569041151,195069596
2020-06-04T17:30,569775698,194831358
2020-06-04T17:40,569576468,195767012
2020-06-04T17:50,572739385,195009096
2020-06-04T18:00,574249562,196015061
2020-06-04T18:10,572159922,194071486
2020-06-04T18:20,576139603,191858498
2020-06-04T18:30,573220723,188493736
2020-06-04T18:40,575218683,192777060
2020-06-04T18:50,576715583,192922824
2020-06-04T19:00,566973638,187520056
2020-06-04T19:10,569431449,186606320
2020-06-04T19:20,570743313,186977070
2020-06-04T19:30,571292717,187915992
2020-06-04T19:40,571142223,187458014
2020-06-04T19:50,571067503,186740954
2020-06-04T20:00,572470478,187855104
2020-06-04T20:10,572292798,187915776
2020-06-04T20:20,570015401,187842074
2020-06-04T20:30,572161551,185608422
2020-06-04T20:40,572373789,183773210
2020-06-04T20:50,571696233,185196998
2020-06-04T21:00,571764888,186649828
2020-06-04T21:10,571205094,184677498
2020-06-04T21:20,570694838,185781344
2020-06-04T21:30,570971201,186848008
2020-06-04T21:40,571022513,186516538
2020-06-04T21:50,572063592,186707276
2020-06-04T22:00,573324772,186763176
2020-06-04T22:10,574172348,187047086
2020-06-04T22:20,573460961,186855152
2020-06-04T22:30,574190442,187124584
2020-06-04T22:40,573061700,183991662
2020-06-04T22:50,573318919,183525548
2020-06-04T23:00,573048285,187155776
2020-06-04T23:10,575308065,188476736
2020-06-04T23:20,576794761,189580764
2020-06-04T23:30,578627573,190196612
2020-06-04T23:40,578087228,188980366
2020-06-04T23:50,577812293,187424522
2020-06-05T00:00,577775313,188658292
2020-06-05T00:10,578623440,188056706
2020-06-05T00:20,578837783,187357784
2020-06-05T00:30,578583698,186043312
2020-06-05T00:40,578329889,186049120
2020-06-05T00:50,578448960,185356768
2020-06-05T01:00,578785170,185974180
2020-06-05T01:10,581739010,186573840
2020-06-05T01:20,583543637,187530006
2020-06-05T01:30,583811882,187701096
2020-06-05T01:40,584145494,188546328
2020-06-05T01:50,585025987,188304110
2020-06-05T02:00,585706993,189229580
2020-06-05T02:10,585524555,189102050
2020-06-05T02:20,584353956,188404296
2020-06-05T02:30,583765038,187845582
2020-06-05T02:40,583310262,186188422
2020-06-05T02:50,583166969,186221322
2020-06-05T03:00,584275809,186478102
2020-06-05T03:10,584050335,187383868
2020-06-05T03:20,584318840,186569486
2020-06-05T03:30,584328330,185839536
2020-06-05T03:40,585021220,187117834
2020-06-05T03:50,584537961,189001592
2020-06-05T04:00,583415282,189790856
2020-06-05T04:10,582787124,192041562
2020-06-05T04:20,582603017,191336204
2020-06-05T04:30,584440112,189103026
2020-06-05T04:40,585009271,190144042
2020-06-05T04:50,585349116,189845598
2020-06-05T05:00,586417089,190962070
2020-06-05T05:10,586678434,191319382
2020-06-05T05:20,586941758,190389692
2020-06-05T05:30,587120944,190048550
2020-06-05T05:40,587728522,189234198
2020-06-05T05:50,587643745,189007202
2020-06-05T06:00,587199313,188786364
2020-06-05T06:10,588293992,190227462
2020-06-05T06:20,588159315,191204438
2020-06-05T06:30,589171760,191255464
2020-06-05T06:40,580974917,192684848
2020-06-05T06:50,584159169,194627528
2020-06-05T07:00,585662956,195396430
2020-06-05T07:10,585625098,197142558
2020-06-05T07:20,585296552,196864568
2020-06-05T07:30,585657008,195697810
2020-06-05T07:40,586629724,195272766
2020-06-05T07:50,587377494,195718786
2020-06-05T08:00,585824281,195864228
2020-06-05T08:10,585846743,197327852
2020-06-05T08:20,577363503,190753290
2020-06-05T08:30,583767655,197112928
2020-06-05T08:40,585202036,199044736
2020-06-05T08:50,588279774,201238468
2020-06-05T09:00,588841527,202723014
2020-06-05T09:10,589496505,203167088
2020-06-05T09:20,590411937,202751114
2020-06-05T09:30,591798855,202094622
2020-06-05T09:40,592048594,202968530
2020-06-05T09:50,592579818,205261104
2020-06-05T10:00,593196417,206731774
2020-06-05T10:10,592877741,205698022
2020-06-05T10:20,589370035,203203756
2020-06-05T10:30,582398970,206534060
2020-06-05T10:40,583083864,208519548
2020-06-05T10:50,582884720,209880192
2020-06-05T11:00,578824616,208251766
2020-06-05T11:10,578165255,210569460
2020-06-05T11:20,578178456,212187184
2020-06-05T11:30,574757970,212191434
2020-06-05T11:40,572614529,210587402
2020-06-05T11:50,578386310,213137484
2020-06-05T12:00,568148923,201630332
2020-06-05T12:10,571490367,199848948
2020-06-05T12:20,572049285,198452932
2020-06-05T12:30,572012960,200315718
2020-06-05T12:40,567302788,201154370
2020-06-05T12:50,566907178,197592716
2020-06-05T13:00,567266351,197178474
2020-06-05T13:10,567066209,197873604
2020-06-05T13:20,570216362,198022530
2020-06-05T13:30,572120371,197117636
2020-06-05T13:40,571828164,197723658
2020-06-05T13:50,571969019,199450166
2020-06-05T14:00,572551105,199503740
2020-06-05T14:10,572653872,200910886
2020-06-05T14:20,573103486,201957984
2020-06-05T14:30,573811529,201152648
2020-06-05T14:40,574711575,201493282
2020-06-05T14:50,575035792,201506086
2020-06-05T15:00,572796780,202513728
2020-06-05T15:10,572248147,203854498
2020-06-05T15:20,572445189,203789152
2020-06-05T15:30,572089260,202730916
2020-06-05T15:40,572530312,202497794
2020-06-05T15:50,571971369,202232792
2020-06-05T16:00,574180603,203751828
2020-06-05T16:10,574048480,204302632
2020-06-05T16:20,573478662,203847798
2020-06-05T16:30,572352754,203828544
2020-06-05T16:40,571337685,203769462
2020-06-05T16:50,572208709,204496238
2020-06-05T17:00,572348726,204592382
2020-06-05T17:10,572345025,205853816
2020-06-05T17:20,572124140,207455860
2020-06-05T17:30,571591102,208429070
2020-06-05T17:40,572365421,208344582
2020-06-05T17:50,570796533,208136362
2020-06-05T18:00,570724869,208155416
2020-06-05T18:10,570571379,208010422
2020-06-05T18:20,570794923,207961748
2020-06-05T18:30,570494582,208524194
2020-06-05T18:40,569179404,208681082
2020-06-05T18:50,569040380,208204722
2020-06-05T19:00,568037997,207571034
2020-06-05T19:10,567407983,207331312
2020-06-05T19:20,568973652,206400660
2020-06-05T19:30,569367792,206660006
2020-06-05T19:40,567981314,205761810
2020-06-05T19:50,567500734,204987980
2020-06-05T20:00,567443680,205753914
2020-06-05T20:10,567536412,206449340
2020-06-05T20:20,567990195,206250864
2020-06-05T20:30,567475266,204991950
2020-06-05T20:40,567324424,202586358
2020-06-05T20:50,566469115,201346404
2020-06-05T21:00,564921996,201285906
2020-06-05T21:10,565833990,202809948
2020-06-05T21:20,565842850,202147172
2020-06-05T21:30,564665194,202579494
2020-06-05T21:40,565409730,202307940
2020-06-05T21:50,566580329,201806050
2020-06-05T22:00,564782893,202398166
2020-06-05T22:10,566676730,198765900
2020-06-05T22:20,567498860,199558856
2020-06-05T22:30,567927674,199004328
2020-06-05T22:40,568022137,199866728
2020-06-05T22:50,568288047,200387674
2020-06-05T23:00,569126819,200699330
2020-06-05T23:10,569451393,200690376
2020-06-05T23:20,570183210,200211478
2020-06-05T23:30,571281669,200746744
2020-06-05T23:40,571273832,200850274
2020-06-05T23:50,576654180,202155590
2020-06-06T00:00,579707136,201818352
2020-06-06T00:10,587090492,194156100
2020-06-06T00:20,588603245,195325924
2020-06-06T00:30,589250795,197380084
2020-06-06T00:40,592057564,193661164
2020-06-06T00:50,591872887,195479964
2020-06-06T01:00,589969524,197182284
2020-06-06T01:10,590327005,199329020
2020-06-06T01:20,590578359,200182064
2020-06-06T01:30,592474729,199451218
2020-06-06T01:40,593061216,199693512
2020-06-06T01:50,594356730,201106480
2020-06-06T02:00,594208035,201192994
2020-06-06T02:10,594864169,200582902
2020-06-06T02:20,595136709,200440614
2020-06-06T02:30,594918878,200899094
2020-06-06T02:40,597097164,201005664
2020-06-06T02:50,597600237,201038986
2020-06-06T03:00,597723229,200915458
2020-06-06T03:10,597245763,201064964
2020-06-06T03:20,597497753,201268528
2020-06-06T03:30,597379395,200787024
2020-06-06T03:40,594853832,201323076
2020-06-06T03:50,594340758,201101454
2020-06-06T04:00,593061543,202004104
2020-06-06T04:10,593685058,201525892
2020-06-06T04:20,593528277,201377644
2020-06-06T04:30,593220129,201591994
2020-06-06T04:40,592910683,201631862
2020-06-06T04:50,592856396,201860842
2020-06-06T05:00,592862480,201927790
2020-06-06T05:10,590734720,199881536
2020-06-06T05:20,590858023,199600672
2020-06-06T05:30,590828355,199623028
2020-06-06T05:40,591240725,200016684
2020-06-06T05:50,590918056,200349794
2020-06-06T06:00,590517762,199577342
2020-06-06T06:10,589452103,199747058
2020-06-06T06:20,590089745,199934844
2020-06-06T06:30,589898302,200298666
2020-06-06T06:40,590923883,200369800
2020-06-06T06:50,590239005,200281212
2020-06-06T07:00,590321146,200445744
2020-06-06T07:10,590393997,200580434
2020-06-06T07:20,590613689,200437474
2020-06-06T07:30,590771059,200587796
2020-06-06T07:40,590757740,201061676
2020-06-06T07:50,590179195,200824118
2020-06-06T08:00,589516505,200148172
2020-06-06T08:10,588942554,199724032
2020-06-06T08:20,589012468,199634268
2020-06-06T08:30,588459194,200322402
2020-06-06T08:40,588785347,201146962
2020-06-06T08:50,589762852,201214890
2020-06-06T09:00,589017461,202236032
2020-06-06T09:10,588387564,197690656
2020-06-06T09:20,585238789,197958316
2020-06-06T09:30,584643359,197028720
2020-06-06T09:40,585537823,196530932
2020-06-06T09:50,585761646,197680794
2020-06-06T10:00,584040889,198081792
2020-06-06T10:10,584532768,198268820
2020-06-06T10:20,584767443,199049546
2020-06-06T10:30,584407246,198941684
2020-06-06T10:40,583781389,199486088
2020-06-06T10:50,583885567,199769262
2020-06-06T11:00,583779182,199608654
2020-06-06T11:10,584309902,201722268
2020-06-06T11:20,583943135,201481368
2020-06-06T11:30,584044048,201750482
2020-06-06T11:40,584464428,201608666
2020-06-06T11:50,584168117,201793906
2020-06-06T12:00,584397094,201675942
2020-06-06T12:10,576151865,204459302
2020-06-06T12:20,575641901,205210978
2020-06-06T12:30,576218256,202373570
2020-06-06T12:40,571399069,195518150
2020-06-06T12:50,571923258,196828380
2020-06-06T13:00,571811932,197977968
2020-06-06T13:10,571321750,198690908
2020-06-06T13:20,571543285,199083934
2020-06-06T13:30,572605902,199245154
2020-06-06T13:40,572615051,199116778
2020-06-06T13:50,572740825,199255196
2020-06-06T14:00,572689458,199356314
2020-06-06T14:10,574183000,200561990
2020-06-06T14:20,575682348,200474776
2020-06-06T14:30,575752524,200673584
2020-06-06T14:40,575791864,201038068
2020-06-06T14:50,578153668,201313734
2020-06-06T15:00,581267303,202060944
2020-06-06T15:10,580271155,199877046
2020-06-06T15:20,579383873,200997740
2020-06-06T15:30,579960395,201465958
2020-06-06T15:40,577770411,201650658
2020-06-06T15:50,579820688,202130820
2020-06-06T16:00,579645024,202876198
2020-06-06T16:10,581560385,203481506
2020-06-06T16:20,583682275,204064100
2020-06-06T16:30,583905190,204161680
2020-06-06T16:40,583676760,204822400
2020-06-06T16:50,583875629,205097840
2020-06-06T17:00,582876454,201446884
2020-06-06T17:10,584031491,202434332
2020-06-06T17:20,584645763,203570714
2020-06-06T17:30,584680235,203504608
2020-06-06T17:40,584491164,203813406
2020-06-06T17:50,582911310,203427508
2020-06-06T18:00,583184983,203493250
2020-06-06T18:10,583392557,203483072
2020-06-06T18:20,583709578,203400076
2020-06-06T18:30,583612909,203457748
2020-06-06T18:40,582396401,203542360
2020-06-06T18:50,582550284,203455030
2020-06-06T19:00,582635983,203115686
2020-06-06T19:10,583453710,203728540
2020-06-06T19:20,584230555,204454096
2020-06-06T19:30,584272540,204512770
2020-06-06T19:40,585022478,203811912
2020-06-06T19:50,582310207,202903500
2020-06-06T20:00,582212784,203398090
2020-06-06T20:10,582265455,203666954
2020-06-06T20:20,582557054,205243766
2020-06-06T20:30,582201836,205451366
2020-06-06T20:40,583051060,205502374
2020-06-06T20:50,583440919,206178350
2020-06-06T21:00,580790735,202785744
2020-06-06T21:10,580172271,202383562
2020-06-06T21:20,579445158,198240780
2020-06-06T21:30,579330119,198509530
2020-06-06T21:40,578014517,198084166
2020-06-06T21:50,577589675,198621656
2020-06-06T22:00,576709024,198585618
2020-06-06T22:10,576898630,197995248
2020-06-06T22:20,576829296,198053404
2020-06-06T22:30,574307805,198967652
2020-06-06T22:40,574737409,200081860
2020-06-06T22:50,575756725,200476284
2020-06-06T23:00,575606358,200887748
2020-06-06T23:10,575599790,200865692
2020-06-06T23:20,575617570,203095848
2020-06-06T23:30,575612788,203131628
2020-06-06T23:40,575496953,203241844
2020-06-06T23:50,574536612,201982488
2020-06-07T00:00,574415719,201701152
2020-06-07T00:10,574134972,202043454
2020-06-07T00:20,573371091,202212600
2020-06-07T00:30,575008077,203006056
2020-06-07T00:40,575232244,203002388
2020-06-07T00:50,575300153,203082620
2020-06-07T01:00,575953870,202801264
2020-06-07T01:10,574635839,203905032
2020-06-07T01:20,575338201,204111434
2020-06-07T01:30,575221575,205527838
2020-06-07T01:40,575500426,205782374
2020-06-07T01:50,575144110,205346320
2020-06-07T02:00,574819622,204529412
2020-06-07T02:10,574758814,204845248
2020-06-07T02:20,576836086,202423010
2020-06-07T02:30,576917162,202011088
2020-06-07T02:40,576241502,200651174
2020-06-07T02:50,576225388,201045910
2020-06-07T03:00,576169767,202186016
2020-06-07T03:10,576281872,201802932
2020-06-07T03:20,574957601,202677840
2020-06-07T03:30,574221001,202831154
2020-06-07T03:40,574320782,202763172
2020-06-07T03:50,574342308,202518184
2020-06-07T04:00,574166748,204350746
2020-06-07T04:10,576265534,205465334
2020-06-07T04:20,577131314,204117678
2020-06-07T04:30,577178716,204446234
2020-06-07T04:40,575727925,204798336
2020-06-07T04:50,574091004,204535360
2020-06-07T05:00,573912075,204887842
2020-06-07T05:10,573047060,205459652
2020-06-07T05:20,571807061,205027120
2020-06-07T05:30,571575806,205474184
2020-06-07T05:40,571318290,206215018
2020-06-07T05:50,570606820,206429000
2020-06-07T06:00,569832236,208668444
2020-06-07T06:10,569624993,209995980
2020-06-07T06:20,570181561,210411808
2020-06-07T06:30,569276966,210814276
2020-06-07T06:40,568729836,210747440
2020-06-07T06:50,568025974,210932810
2020-06-07T07:00,568642899,210843374
2020-06-07T07:10,568764006,211242984
2020-06-07T07:20,569256570,211436618
2020-06-07T07:30,569350575,212749714
2020-06-07T07:40,569061225,213752556
2020-06-07T07:50,569679632,214048122
2020-06-07T08:00,569496736,213960516
2020-06-07T08:10,571733625,214167832
2020-06-07T08:20,571880453,213540368
2020-06-07T08:30,576424617,213237888
2020-06-07T08:40,578562794,216408428
2020-06-07T08:50,570630110,205846812
2020-06-07T09:00,572536715,208027230
2020-06-07T09:10,572384549,208796160
2020-06-07T09:20,573871246,207986506
2020-06-07T09:30,574482617,208740984
2020-06-07T09:40,574477867,209966322
2020-06-07T09:50,573897074,210129910
2020-06-07T10:00,571946711,210247264
2020-06-07T10:10,571033810,210614886
2020-06-07T10:20,572049411,210670132
2020-06-07T10:30,572944144,207791600
2020-06-07T10:40,574425980,207080312
2020-06-07T10:50,572662204,206321324
2020-06-07T11:00,572694781,206135802
2020-06-07T11:10,572662310,206197666
2020-06-07T11:20,572579181,204954384
2020-06-07T11:30,571924018,200643086
2020-06-07T11:40,582080371,201952126
2020-06-07T11:50,582764381,202616704
2020-06-07T12:00,587699565,200715122
2020-06-07T12:10,593942072,204518130
2020-06-07T12:20,595518569,204077004
2020-06-07T12:30,597581841,199181098
2020-06-07T12:40,599835739,203672640
2020-06-07T12:50,601759464,207230796
2020-06-07T13:00,605194810,209293452
2020-06-07T13:10,610243880,211445866
2020-06-07T13:20,613245934,207308036
2020-06-07T13:30,618711263,207551616
2020-06-07T13:40,619847288,208595982
2020-06-07T13:50,623966540,210610944
2020-06-07T14:00,625008814,208857576
2020-06-07T14:10,618435468,205730486
2020-06-07T14:20,618752797,205980510
2020-06-07T14:30,618038744,207039672
2020-06-07T14:40,619625720,207062048
2020-06-07T14:50,621075172,207371532
2020-06-07T15:00,622968593,208395326
2020-06-07T15:10,624319508,211380410
2020-06-07T15:20,624430609,211581874
2020-06-07T15:30,624931024,211410498
2020-06-07T15:40,624767552,211009992
2020-06-07T15:50,625643350,211698996
2020-06-07T16:00,626668958,212163860
2020-06-07T16:10,626397996,212834748
2020-06-07T16:20,628059218,213350244
2020-06-07T16:30,628888823,213299786
2020-06-07T16:40,628594382,213880942
2020-06-07T16:50,629804224,214385988
2020-06-07T17:00,630319256,214997314
2020-06-07T17:10,632317758,216648504
2020-06-07T17:20,632106165,216487628
2020-06-07T17:30,631863503,215948872
2020-06-07T17:40,633268580,215411882
2020-06-07T17:50,635454686,215505344
2020-06-07T18:00,633995901,215666912
2020-06-07T18:10,634025433,215801074
2020-06-07T18:20,633489435,215504298
2020-06-07T18:30,634003715,215885414
2020-06-07T18:40,635947596,216203394
2020-06-07T18:50,635885726,216252822
2020-06-07T19:00,635149338,218410238
2020-06-07T19:10,632979733,216923482
2020-06-07T19:20,632192918,217015924
2020-06-07T19:30,629860765,217109876
2020-06-07T19:40,627547538,217651806
2020-06-07T19:50,598286700,201287722
2020-06-07T20:00,572439333,193327916
2020-06-07T20:10,573970443,185375892
2020-06-07T20:20,573622159,184790036
2020-06-07T20:30,574288674,182679402
2020-06-07T20:40,578039035,183270696
2020-06-07T20:50,578586261,183502334
2020-06-07T21:00,577822322,184612736
2020-06-07T21:10,577708387,184311392
2020-06-07T21:20,578294177,184363510
2020-06-07T21:30,578035666,184085528
2020-06-07T21:40,578243024,185421658
2020-06-07T21:50,578512288,185236460
2020-06-07T22:00,578390994,185534630
2020-06-07T22:10,579980995,188916202
2020-06-07T22:20,578823388,187354266
2020-06-07T22:30,579027620,189781916
2020-06-07T22:40,579517172,189300132
2020-06-07T22:50,581739327,190737696
2020-06-07T23:00,582235850,192301974
2020-06-07T23:10,583718480,190801240
2020-06-07T23:20,584517397,189853500
2020-06-07T23:30,582295661,191187372
2020-06-07T23:40,581016358,191494144
2020-06-07T23:50,581726274,191559214
2020-06-08T00:00,583581067,193080696
2020-06-08T00:10,585738107,194012202
2020-06-08T00:20,585844114,192697458
2020-06-08T00:30,584829167,197118192
2020-06-08T00:40,584299769,196689752
2020-06-08T00:50,584023891,196683652
2020-06-08T01:00,584656930,197408736
2020-06-08T01:10,584245944,197636990
2020-06-08T01:20,584580717,193484400
2020-06-08T01:30,582614808,193526354
2020-06-08T01:40,582388797,194357334
2020-06-08T01:50,582081389,194331416
2020-06-08T02:00,582101473,194406826
2020-06-08T02:10,582273995,194938354
2020-06-08T02:20,583826613,194768930
2020-06-08T02:30,586867857,194437036
2020-06-08T02:40,586984891,190521858
2020-06-08T02:50,587317189,191000220
2020-06-08T03:00,586456259,190495044
2020-06-08T03:10,586715506,190607464
2020-06-08T03:20,586484054,190635770
2020-06-08T03:30,585504820,189880208
2020-06-08T03:40,587107432,188874434
2020-06-08T03:50,587225083,188737098
2020-06-08T04:00,586632047,189936882
2020-06-08T04:10,586867418,191040494
2020-06-08T04:20,586506395,190964190
2020-06-08T04:30,587334099,192057550
2020-06-08T04:40,588892222,192107962
2020-06-08T04:50,589186745,191026904
2020-06-08T05:00,589370179,190746296
2020-06-08T05:10,589572977,190232408
2020-06-08T05:20,590111734,190450424
2020-06-08T05:30,590794597,190238078
2020-06-08T05:40,591178221,191361184
2020-06-08T05:50,593204461,193156874
2020-06-08T06:00,593375427,192285428
2020-06-08T06:10,594805829,192617618
2020-06-08T06:20,594840512,191709026
2020-06-08T06:30,596572122,192034058
2020-06-08T06:40,596861434,191100814
2020-06-08T06:50,597727239,191287408
2020-06-08T07:00,598346297,191895454
2020-06-08T07:10,598201304,192443824
2020-06-08T07:20,598748104,192636050
2020-06-08T07:30,598769951,193525528
2020-06-08T07:40,598950004,193735942
2020-06-08T07:50,599132979,192472114
2020-06-08T08:00,599806570,192904480
2020-06-08T08:10,601732840,193187988
2020-06-08T08:20,594644733,183459794
2020-06-08T08:30,595254025,186495390
2020-06-08T08:40,596865914,185433616
2020-06-08T08:50,598351465,186645196
2020-06-08T09:00,601911629,186281294
2020-06-08T09:10,602732971,187175840
2020-06-08T09:20,602460425,188987956
2020-06-08T09:30,594221138,185637308
2020-06-08T09:40,598011235,187442540
2020-06-08T09:50,598594279,189650644
2020-06-08T10:00,599863509,190100496
2020-06-08T10:10,600407674,189897364
2020-06-08T10:20,600157913,189635200
2020-06-08T10:30,600818463,190368966
2020-06-08T10:40,600454180,190333072
2020-06-08T10:50,600608771,191674448
2020-06-08T11:00,600386630,191133276
2020-06-08T11:10,602154662,190785668
2020-06-08T11:20,601889562,191150060
2020-06-08T11:30,601492302,191105096
2020-06-08T11:40,603521075,190611880
2020-06-08T11:50,603836045,190457788
2020-06-08T12:00,606269486,192230466
2020-06-08T12:10,606928301,192536736
2020-06-08T12:20,605703660,192371840
2020-06-08T12:30,604926672,192200580
2020-06-08T12:40,605010128,192392218
2020-06-08T12:50,605750943,192169914
2020-06-08T13:00,605354680,191565066
2020-06-08T13:10,605186145,192230862
2020-06-08T13:20,607002298,188325072
2020-06-08T13:30,605187737,189781766
2020-06-08T13:40,604938352,189981254
2020-06-08T13:50,606083500,190251056
2020-06-08T14:00,594931481,190957906
2020-06-08T14:10,595398345,191545570
2020-06-08T14:20,596125897,192731164
2020-06-08T14:30,595604832,192641844
2020-06-08T14:40,596892485,193622402
2020-06-08T14:50,597763338,193096096
2020-06-08T15:00,598566353,193541718
2020-06-08T15:10,600627493,195482152
2020-06-08T15:20,601599712,197983016
2020-06-08T15:30,602158812,198373726
2020-06-08T15:40,602132335,198864626
2020-06-08T15:50,602129632,199101248
2020-06-08T16:00,603635208,200600716
2020-06-08T16:10,603769176,199885948
2020-06-08T16:20,603847975,200505030
2020-06-08T16:30,603455560,200771676
2020-06-08T16:40,602824740,201345804
2020-06-08T16:50,603608789,200213306
2020-06-08T17:00,596918355,198545688
2020-06-08T17:10,598455535,199451070
2020-06-08T17:20,598348494,198683418
2020-06-08T17:30,598761218,198933188
2020-06-08T17:40,599108137,198097198
2020-06-08T17:50,599440883,198182420
2020-06-08T18:00,599768398,198838644
2020-06-08T18:10,599396441,199479776
2020-06-08T18:20,600392455,200936320
2020-06-08T18:30,599094235,201236614
2020-06-08T18:40,599109997,201702146
2020-06-08T18:50,597353307,200775816
2020-06-08T19:00,597683769,200137278
2020-06-08T19:10,597050475,201485406
2020-06-08T19:20,597219903,201868144
2020-06-08T19:30,597278933,202033742
2020-06-08T19:40,597139566,201866798
2020-06-08T19:50,597248060,201662580
2020-06-08T20:00,597571004,201904704
2020-06-08T20:10,597257834,202059146
2020-06-08T20:20,598147741,202248970
2020-06-08T20:30,597913174,202999218
2020-06-08T20:40,597408474,203128614
2020-06-08T20:50,597054283,202685516
2020-06-08T21:00,595327991,203530162
2020-06-08T21:10,596019397,203908104
2020-06-08T21:20,599945660,204587026
2020-06-08T21:30,600011658,203027738
2020-06-08T21:40,599348848,202495366
2020-06-08T21:50,599623029,202786966
2020-06-08T22:00,601116237,202892322
2020-06-08T22:10,600567639,203491276
2020-06-08T22:20,600166906,203392590
2020-06-08T22:30,600089402,204299794
2020-06-08T22:40,601003090,204267810
2020-06-08T22:50,600548486,203651564
2020-06-08T23:00,601005913,204994338
2020-06-08T23:10,601991558,205018908
2020-06-08T23:20,602894977,204727340
2020-06-08T23:30,604377068,204402880
2020-06-08T23:40,614620091,201969152
2020-06-08T23:50,625891293,199458634
2020-06-09T00:00,630358422,200210450
2020-06-09T00:10,647577265,202144106
2020-06-09T00:20,649785527,205575892
2020-06-09T00:30,599409009,182889870
2020-06-09T00:40,603078133,185524950
2020-06-09T00:50,605049817,184900760
2020-06-09T01:00,605165343,182908600
2020-06-09T01:10,606086938,181390624
2020-06-09T01:20,610538633,179379614
2020-06-09T01:30,610266629,179311044
2020-06-09T01:40,610570100,178554186
2020-06-09T01:50,610987035,178952298
2020-06-09T20:30,609772928,185057006
2020-06-09T20:40,609590159,185066056
2020-06-09T20:50,605997123,185066868
2020-06-09T21:00,607100521,182567382
2020-06-09T21:10,608347460,185038208
2020-06-09T21:20,618626222,186294518
2020-06-09T21:30,620490991,183008626
2020-06-09T21:40,622752625,184187832
2020-06-09T21:50,624449280,186620564
2020-06-09T22:00,632016616,185144080
2020-06-09T22:10,631509806,185128276
