date,Binance,Bitmex,Ftx,Huobi,Okex
2020-06-05T19:10,29570,29570,29570,29570,29570
2020-06-05T19:20,29570,29570,29570,29570,29570
2020-06-05T19:30,29566,29566,29566,29566,29566
2020-06-05T19:40,29566,29566,29566,29566,29566
2020-06-05T19:50,29558,29558,29558,29558,29558
2020-06-05T20:00,29535,29535,29535,29535,29535
2020-06-05T20:10,29535,29535,29535,29535,29535
2020-06-05T20:20,29581,29581,29581,29581,29581
2020-06-05T20:30,29553,29553,29553,29553,29553
2020-06-05T20:40,29553,29553,29553,29553,29553
2020-06-05T20:50,29545,29545,29545,29545,29545
2020-06-05T21:00,29549,29549,29549,29549,29549
2020-06-05T21:10,29549,29549,29549,29549,29549
2020-06-05T21:20,29414,29414,29414,29414,29414
2020-06-05T21:30,29414,29414,29414,29414,29414
2020-06-05T21:40,29392,29392,29392,29392,29392
2020-06-05T21:50,29430,29430,29430,29430,29430
2020-06-05T22:00,29430,29430,29430,29430,29430
2020-06-05T22:10,29567,29567,29567,29567,29567
2020-06-05T22:20,29510,29510,29510,29510,29510
2020-06-05T22:30,29533,29533,29533,29533,29533
2020-06-05T22:40,29533,29533,29533,29533,29533
2020-06-05T22:50,29480,29480,29480,29480,29480
2020-06-05T23:00,29469,29469,29469,29469,29469
2020-06-05T23:10,29469,29469,29469,29469,29469
2020-06-05T23:20,29430,29430,29430,29430,29430
2020-06-05T23:30,29655,29655,29655,29655,29655
2020-06-05T23:40,29655,29655,29655,29655,29655
2020-06-05T23:50,29821,29821,29821,29821,29821
2020-06-06T00:00,29840,29840,29840,29840,29840
2020-06-06T00:10,29840,29840,29840,29840,29840
2020-06-06T00:20,29954,29954,29954,29954,29954
2020-06-06T00:30,29909,29909,29909,29909,29909
2020-06-06T00:40,29909,29909,29909,29909,29909
2020-06-06T00:50,29918,29918,29918,29918,29918
2020-06-06T01:00,29841,29841,29841,29841,29841
2020-06-06T01:10,29841,29841,29841,29841,29841
2020-06-06T01:20,30152,30152,30152,30152,30152
2020-06-06T01:30,30319,30319,30319,30319,30319
2020-06-06T01:40,30319,30319,30319,30319,30319
2020-06-06T01:50,30473,30473,30473,30473,30473
2020-06-06T02:00,30473,30473,30473,30473,30473
2020-06-06T02:10,30556,30556,30556,30556,30556
2020-06-06T02:20,30545,30545,30545,30545,30545
2020-06-06T02:30,30545,30545,30545,30545,30545
2020-06-06T02:40,30561,30561,30561,30561,30561
2020-06-06T02:50,30352,30352,30352,30352,30352
2020-06-06T03:00,30352,30352,30352,30352,30352
2020-06-06T03:10,30399,30399,30399,30399,30399
2020-06-06T03:20,30451,30451,30451,30451,30451
2020-06-06T03:30,30451,30451,30451,30451,30451
2020-06-06T03:40,30456,30456,30456,30456,30456
2020-06-06T03:50,30456,30456,30456,30456,30456
2020-06-06T04:00,30191,30191,30191,30191,30191
2020-06-06T04:10,30191,30191,30191,30191,30191
2020-06-06T04:20,30144,30144,30144,30144,30144
2020-06-06T04:30,30139,30139,30139,30139,30139
2020-06-06T04:40,30139,30139,30139,30139,30139
2020-06-06T04:50,30266,30266,30266,30266,30266
2020-06-06T05:00,30203,30203,30203,30203,30203
2020-06-06T05:10,30203,30203,30203,30203,30203
2020-06-06T05:20,30282,30282,30282,30282,30282
2020-06-06T05:30,30305,30305,30305,30305,30305
2020-06-06T05:40,30305,30305,30305,30305,30305
2020-06-06T05:50,30153,30153,30153,30153,30153
2020-06-06T06:00,30153,30153,30153,30153,30153
2020-06-06T06:10,30119,30119,30119,30119,30119
2020-06-06T06:20,30186,30186,30186,30186,30186
