date,value
2020-06-11T02:38:31,12356020
2020-06-11T02:39:31,12356022
2020-06-11T02:40:32,12356422
2020-06-11T02:41:32,12356424
2020-06-11T02:42:33,12356424
2020-06-11T02:43:33,12356424
2020-06-11T02:44:34,12356424
2020-06-11T02:45:34,12356426
2020-06-11T02:46:35,12356426
2020-06-11T02:47:35,12356470
2020-06-11T02:48:36,12356470
2020-06-11T02:49:36,12356470
2020-06-11T02:50:37,12356470
2020-06-11T02:51:37,12356472
2020-06-11T02:52:38,12362472
2020-06-11T02:53:38,12362478
2020-06-11T02:54:39,12362478
2020-06-11T02:55:39,12388340
2020-06-11T02:56:40,12388340
2020-06-11T02:57:40,12388198
2020-06-11T02:58:41,12388196
2020-06-11T02:59:41,12388196
2020-06-11T03:00:42,12387172
2020-06-11T03:01:42,12387172
2020-06-11T03:02:43,12387170
2020-06-11T03:03:43,12387168
2020-06-11T03:04:44,12387168
2020-06-11T03:05:44,12386898
2020-06-11T03:06:45,12383896
2020-06-11T03:07:45,12383894
2020-06-11T03:08:45,12383894
2020-06-11T03:09:46,12383892
2020-06-11T03:10:46,12383892
2020-06-11T03:11:47,12385454
2020-06-11T03:12:47,12385494
2020-06-11T03:13:48,12385822
2020-06-11T03:14:48,12385822
2020-06-11T03:15:49,12385822
2020-06-11T03:16:49,12386158
2020-06-11T03:17:50,12386158
2020-06-11T03:18:50,12399624
2020-06-11T03:19:51,12400738
2020-06-11T03:20:51,12400818
2020-06-11T03:21:52,12396820
2020-06-11T03:22:52,12396820
2020-06-11T03:23:53,12396820
2020-06-11T03:24:53,12396820
2020-06-11T03:25:54,12396822
2020-06-11T03:26:54,12398330
2020-06-11T03:27:55,12398330
2020-06-11T03:28:55,12398330
2020-06-11T03:29:56,12398330
2020-06-11T03:30:56,12398330
2020-06-11T03:31:57,12361298
2020-06-11T03:32:57,12361098
2020-06-11T03:33:58,12361292
2020-06-11T03:34:58,12361292
2020-06-11T03:35:59,12353630
2020-06-11T03:36:59,12353630
2020-06-11T03:38:00,12353630
