date,XBTUSD,ETHUSD
2020-06-11T03:40:00,639907063,35921080
2020-06-11T03:50:00,640598411,35955488
2020-06-11T04:00:00,640358432,35992342
2020-06-11T04:10:00,641094104,36119942
2020-06-11T04:20:00,640521626,36173944
2020-06-11T04:30:00,640883284,36109302
2020-06-11T04:40:00,641611206,36102762
2020-06-11T04:50:00,643249869,36172878
2020-06-11T05:00:00,643617533,36016228
2020-06-11T05:10:00,644611048,35578182
2020-06-11T05:20:00,643657864,35244290
2020-06-11T05:30:00,644913325,35174090
2020-06-11T05:40:00,644869984,35170394
2020-06-11T05:50:00,645384911,35170880
2020-06-11T06:00:00,652442775,35180942
2020-06-11T06:10:00,654945800,35127376
2020-06-11T06:20:00,624633596,34428882
2020-06-11T06:30:00,627961010,34495760
2020-06-11T06:40:00,629632380,33830714
2020-06-11T06:50:00,627688280,33826848
2020-06-11T07:00:00,626233923,33941694
2020-06-11T07:10:00,625832675,34012940
2020-06-11T07:20:00,631874670,34034218
2020-06-11T07:30:00,634204956,34031008
2020-06-11T07:40:00,633401815,34056610
2020-06-11T07:50:00,634671990,34128748
