date,Binance,Bitmex
2020-06-09T19:10,10709936,10709936
2020-06-09T19:20,10709936,10709936
2020-06-09T19:30,10726445,10726445
2020-06-09T19:40,10737951,10737951
2020-06-09T19:50,10737951,10737951
2020-06-09T20:00,10746196,10746196
2020-06-09T20:10,10740296,10740296
2020-06-09T20:20,10740296,10740296
2020-06-09T20:30,10740374,10740374
2020-06-09T20:40,10735080,10735080
2020-06-09T20:50,10735080,10735080
2020-06-09T21:00,10709729,10709729
2020-06-09T21:10,10703753,10703753
2020-06-09T21:20,10703753,10703753
2020-06-09T21:30,10678344,10678344
2020-06-09T21:40,10691019,10691019
2020-06-09T21:50,10691019,10691019
2020-06-09T22:00,10674588,10674588
2020-06-09T22:10,10605922,10605922
2020-06-09T22:20,10605922,10605922
2020-06-09T22:30,10606726,10606726
2020-06-09T22:40,10604786,10604786
2020-06-09T22:50,10604786,10604786
2020-06-09T23:00,10602865,10602865
2020-06-09T23:10,10601159,10601159
2020-06-09T23:20,10601159,10601159
2020-06-09T23:30,10570932,10570932
2020-06-09T23:40,10562704,10562704
2020-06-09T23:50,10562704,10562704
2020-06-10T00:00,10541588,10541588
2020-06-10T00:10,10524125,10524125
2020-06-10T00:20,10524125,10524125
2020-06-10T00:30,10526301,10526301
2020-06-10T00:40,10515554,10515554
2020-06-10T00:50,10515554,10515554
2020-06-10T01:00,10525800,10525800
2020-06-10T01:10,10569199,10569199
2020-06-10T01:20,10569199,10569199
2020-06-10T01:30,10575392,10575392
2020-06-10T01:40,10612983,10612983
2020-06-10T01:50,10612983,10612983
2020-06-10T02:00,10612055,10612055
2020-06-10T02:10,10626692,10626692
2020-06-10T02:20,10626692,10626692
2020-06-10T02:30,10689119,10689119
2020-06-10T02:40,10677387,10677387
2020-06-10T02:50,10677387,10677387
2020-06-10T03:00,10664923,10664923
2020-06-10T03:10,10659640,10659640
2020-06-10T03:20,10659640,10659640
2020-06-10T03:30,10659840,10659840
2020-06-10T03:40,10667883,10667883
2020-06-10T03:50,10667883,10667883
2020-06-10T04:00,10666776,10666776
2020-06-10T04:10,10645430,10645430
2020-06-10T04:20,10645430,10645430
2020-06-10T04:30,10641418,10641418
2020-06-10T04:40,10650615,10650615
2020-06-10T04:50,10650615,10650615
2020-06-10T05:00,10643350,10643350
2020-06-10T05:10,10640791,10640791
2020-06-10T05:20,10640791,10640791
2020-06-10T05:30,10632073,10632073
2020-06-10T05:40,10629637,10629637
2020-06-10T05:50,10629637,10629637
2020-06-10T06:00,10629689,10629689
2020-06-10T06:10,10629489,10629489
