date,Binance,Bitmex,Ftx,Huobi,Okex
2020-06-05T19:10,52168,52168,52168,52168,52168
2020-06-05T19:20,52168,52168,52168,52168,52168
2020-06-05T19:30,52848,52848,52848,52848,52848
2020-06-05T19:40,52970,52970,52970,52970,52970
2020-06-05T19:50,52970,52970,52970,52970,52970
2020-06-05T20:00,53151,53151,53151,53151,53151
2020-06-05T20:10,53342,53342,53342,53342,53342
2020-06-05T20:20,53342,53342,53342,53342,53342
2020-06-05T20:30,53437,53437,53437,53437,53437
2020-06-05T20:40,52975,52975,52975,52975,52975
2020-06-05T20:50,52975,52975,52975,52975,52975
2020-06-05T21:00,53241,53241,53241,53241,53241
2020-06-05T21:10,53222,53222,53222,53222,53222
2020-06-05T21:20,53222,53222,53222,53222,53222
2020-06-05T21:30,53079,53079,53079,53079,53079
2020-06-05T21:40,52701,52701,52701,52701,52701
2020-06-05T21:50,52701,52701,52701,52701,52701
2020-06-05T22:00,52681,52681,52681,52681,52681
2020-06-05T22:10,52675,52675,52675,52675,52675
2020-06-05T22:20,52675,52675,52675,52675,52675
2020-06-05T22:30,52598,52598,52598,52598,52598
2020-06-05T22:40,52597,52597,52597,52597,52597
2020-06-05T22:50,52597,52597,52597,52597,52597
2020-06-05T23:00,52681,52681,52681,52681,52681
2020-06-05T23:10,52940,52940,52940,52940,52940
2020-06-05T23:20,52940,52940,52940,52940,52940
2020-06-05T23:30,52860,52860,52860,52860,52860
2020-06-05T23:40,53078,53078,53078,53078,53078
2020-06-05T23:50,53078,53078,53078,53078,53078
2020-06-06T00:00,52992,52992,52992,52992,52992
2020-06-06T00:10,54579,54579,54579,54579,54579
2020-06-06T00:20,54579,54579,54579,54579,54579
2020-06-06T00:30,55822,55822,55822,55822,55822
2020-06-06T00:40,56265,56265,56265,56265,56265
2020-06-06T00:50,56265,56265,56265,56265,56265
2020-06-06T01:00,56351,56351,56351,56351,56351
2020-06-06T01:10,56923,56923,56923,56923,56923
2020-06-06T01:20,56923,56923,56923,56923,56923
2020-06-06T01:30,57038,57038,57038,57038,57038
2020-06-06T01:40,57011,57011,57011,57011,57011
2020-06-06T01:50,57011,57011,57011,57011,57011
2020-06-06T02:00,56589,56589,56589,56589,56589
2020-06-06T02:10,56588,56588,56588,56588,56588
2020-06-06T02:20,56588,56588,56588,56588,56588
2020-06-06T02:30,57039,57039,57039,57039,57039
2020-06-06T02:40,57041,57041,57041,57041,57041
2020-06-06T02:50,57041,57041,57041,57041,57041
2020-06-06T03:00,56956,56956,56956,56956,56956
2020-06-06T03:10,57107,57107,57107,57107,57107
2020-06-06T03:20,57107,57107,57107,57107,57107
2020-06-06T03:30,57494,57494,57494,57494,57494
2020-06-06T03:40,57614,57614,57614,57614,57614
2020-06-06T03:50,57614,57614,57614,57614,57614
2020-06-06T04:00,57634,57634,57634,57634,57634
2020-06-06T04:10,56855,56855,56855,56855,56855
2020-06-06T04:20,56855,56855,56855,56855,56855
2020-06-06T04:30,56890,56890,56890,56890,56890
2020-06-06T04:40,57043,57043,57043,57043,57043
2020-06-06T04:50,57043,57043,57043,57043,57043
